,Dataset,embeddings,# Features,# Samples,Feature_Samples_ratio,Intrinsic_Dimension,Condition number,Fisher Discriminant Ratio,Total Correlations,Mutual information,# Non-zero entries,# Low variance features,Variation,std_var,Coefficient of Variation %,std_co_of_v,Skewness,std_skew,Kurtosis,std_kurt,Mean Log Kernel Density,Isomap Reconstruction Error,Fractal dimension,Entropy,std_entropy,iteration,model,accuracy,f1_score,time,auc,Model_Parameters,datatype,model_embed_datatype
35,iris_binary_class_dataset.csv,pca,3,70,0.0429,2,5.8448,8.7582,0.0,0.256,210,1,0.12,0.1652,-1.920428512386234e+17,4.3506993503196154e+17,-0.0568,0.2593,-0.4183,1.2357,0.4292,0.0132,1.9883,1.0,0.0,2,qnn,0.4,0.3,11.856302738189695,0.4666666666666667,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}",iris_binary_class_dataset,qnn_pca_iris_binary_class_dataset
36,iris_binary_class_dataset.csv,pca,3,70,0.0429,2,5.8448,8.7582,0.0,0.256,210,1,0.12,0.1652,-1.920428512386234e+17,4.3506993503196154e+17,-0.0568,0.2593,-0.4183,1.2357,0.4292,0.0132,1.9883,1.0,0.0,2,qsvc,0.6333333333333333,0.6296296296296297,26.02424693107605,0.6333333333333333,"{'feature_map': 'ZZFeatureMap', 'quantum_kernel': 'FidelityQuantumKernel', 'C': 0.01, 'gamma': 'scale'}",iris_binary_class_dataset,qsvc_pca_iris_binary_class_dataset
37,iris_binary_class_dataset.csv,pca,3,70,0.0429,2,5.8448,8.7582,0.0,0.256,210,1,0.12,0.1652,-1.920428512386234e+17,4.3506993503196154e+17,-0.0568,0.2593,-0.4183,1.2357,0.4292,0.0132,1.9883,1.0,0.0,2,rf,1.0,1.0,0.0923068523406982,1.0,"{'estimator__bootstrap': True, 'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': 'sqrt', 'estimator__max_leaf_nodes': None, 'estimator__max_samples': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__n_estimators': 100, 'estimator__n_jobs': None, 'estimator__oob_score': False, 'estimator__random_state': None, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': RandomForestClassifier(), 'n_jobs': None}",iris_binary_class_dataset,rf_pca_iris_binary_class_dataset
38,iris_binary_class_dataset.csv,pca,3,70,0.0429,2,5.8448,8.7582,0.0,0.256,210,1,0.12,0.1652,-1.920428512386234e+17,4.3506993503196154e+17,-0.0568,0.2593,-0.4183,1.2357,0.4292,0.0132,1.9883,1.0,0.0,2,svc,1.0,1.0,0.0035972595214843,1.0,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",iris_binary_class_dataset,svc_pca_iris_binary_class_dataset
39,iris_binary_class_dataset.csv,pca,3,70,0.0429,2,5.8448,8.7582,0.0,0.256,210,1,0.12,0.1652,-1.920428512386234e+17,4.3506993503196154e+17,-0.0568,0.2593,-0.4183,1.2357,0.4292,0.0132,1.9883,1.0,0.0,2,vqc,0.4333333333333333,0.4276094276094276,37.155908823013306,0.4333333333333333,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}",iris_binary_class_dataset,vqc_pca_iris_binary_class_dataset
40,iris_binary_class_dataset.csv,nmf,3,70,0.0429,2,11.4983,11.95,3.2208,0.4852,202,1,0.03,0.0346,65.0026,23.1816,0.2281,0.1842,-0.7124,1.1273,1.161,0.0029,1.9884,1.0,0.0,2,dt,1.0,1.0,0.0036091804504394,1.0,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",iris_binary_class_dataset,dt_nmf_iris_binary_class_dataset
41,iris_binary_class_dataset.csv,nmf,3,70,0.0429,2,11.4983,11.95,3.2208,0.4852,202,1,0.03,0.0346,65.0026,23.1816,0.2281,0.1842,-0.7124,1.1273,1.161,0.0029,1.9884,1.0,0.0,2,lr,1.0,1.0,0.0055599212646484,1.0,"{'estimator__C': 1.0, 'estimator__class_weight': None, 'estimator__dual': False, 'estimator__fit_intercept': True, 'estimator__intercept_scaling': 1, 'estimator__l1_ratio': None, 'estimator__max_iter': 10000, 'estimator__multi_class': 'deprecated', 'estimator__n_jobs': None, 'estimator__penalty': 'l2', 'estimator__random_state': None, 'estimator__solver': 'saga', 'estimator__tol': 0.0001, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': LogisticRegression(max_iter=10000, solver='saga'), 'n_jobs': None}",iris_binary_class_dataset,lr_nmf_iris_binary_class_dataset
42,iris_binary_class_dataset.csv,nmf,3,70,0.0429,2,11.4983,11.95,3.2208,0.4852,202,1,0.03,0.0346,65.0026,23.1816,0.2281,0.1842,-0.7124,1.1273,1.161,0.0029,1.9884,1.0,0.0,2,mlp,1.0,1.0,0.1530930995941162,1.0,"{'estimator__activation': 'relu', 'estimator__alpha': 0.0001, 'estimator__batch_size': 'auto', 'estimator__beta_1': 0.9, 'estimator__beta_2': 0.999, 'estimator__early_stopping': False, 'estimator__epsilon': 1e-08, 'estimator__hidden_layer_sizes': 100, 'estimator__learning_rate': 'constant', 'estimator__learning_rate_init': 0.001, 'estimator__max_fun': 15000, 'estimator__max_iter': 10000, 'estimator__momentum': 0.9, 'estimator__n_iter_no_change': 10, 'estimator__nesterovs_momentum': True, 'estimator__power_t': 0.5, 'estimator__random_state': None, 'estimator__shuffle': True, 'estimator__solver': 'adam', 'estimator__tol': 0.0001, 'estimator__validation_fraction': 0.1, 'estimator__verbose': False, 'estimator__warm_start': False, 'estimator': MLPClassifier(hidden_layer_sizes=100, max_iter=10000), 'n_jobs': None}",iris_binary_class_dataset,mlp_nmf_iris_binary_class_dataset
43,iris_binary_class_dataset.csv,nmf,3,70,0.0429,2,11.4983,11.95,3.2208,0.4852,202,1,0.03,0.0346,65.0026,23.1816,0.2281,0.1842,-0.7124,1.1273,1.161,0.0029,1.9884,1.0,0.0,2,nb,1.0,1.0,0.0029070377349853,1.0,"{'estimator__priors': None, 'estimator__var_smoothing': 1e-09, 'estimator': GaussianNB(), 'n_jobs': None}",iris_binary_class_dataset,nb_nmf_iris_binary_class_dataset
44,iris_binary_class_dataset.csv,nmf,3,70,0.0429,2,11.4983,11.95,3.2208,0.4852,202,1,0.03,0.0346,65.0026,23.1816,0.2281,0.1842,-0.7124,1.1273,1.161,0.0029,1.9884,1.0,0.0,2,pqk,1.0,1.0,2.006392002105713,1.0,"{'feature_map': 'ZZFeatureMap', 'feature_map_reps': 4, 'entanglement': 'pairwise', 'svc_best_params': {'C': 0.1, 'gamma': 0.001, 'kernel': 'linear'}}",iris_binary_class_dataset,pqk_nmf_iris_binary_class_dataset
45,iris_binary_class_dataset.csv,nmf,3,70,0.0429,2,11.4983,11.95,3.2208,0.4852,202,1,0.03,0.0346,65.0026,23.1816,0.2281,0.1842,-0.7124,1.1273,1.161,0.0029,1.9884,1.0,0.0,2,qnn,0.5,0.3846153846153846,11.83764386177063,0.7,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}",iris_binary_class_dataset,qnn_nmf_iris_binary_class_dataset
46,iris_binary_class_dataset.csv,nmf,3,70,0.0429,2,11.4983,11.95,3.2208,0.4852,202,1,0.03,0.0346,65.0026,23.1816,0.2281,0.1842,-0.7124,1.1273,1.161,0.0029,1.9884,1.0,0.0,2,qsvc,0.9333333333333332,0.9330357142857144,26.01723003387451,0.9333333333333332,"{'feature_map': 'ZZFeatureMap', 'quantum_kernel': 'FidelityQuantumKernel', 'C': 0.01, 'gamma': 'scale'}",iris_binary_class_dataset,qsvc_nmf_iris_binary_class_dataset
47,iris_binary_class_dataset.csv,nmf,3,70,0.0429,2,11.4983,11.95,3.2208,0.4852,202,1,0.03,0.0346,65.0026,23.1816,0.2281,0.1842,-0.7124,1.1273,1.161,0.0029,1.9884,1.0,0.0,2,rf,1.0,1.0,0.0780129432678222,1.0,"{'estimator__bootstrap': True, 'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': 'sqrt', 'estimator__max_leaf_nodes': None, 'estimator__max_samples': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__n_estimators': 100, 'estimator__n_jobs': None, 'estimator__oob_score': False, 'estimator__random_state': None, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': RandomForestClassifier(), 'n_jobs': None}",iris_binary_class_dataset,rf_nmf_iris_binary_class_dataset
48,iris_binary_class_dataset.csv,nmf,3,70,0.0429,2,11.4983,11.95,3.2208,0.4852,202,1,0.03,0.0346,65.0026,23.1816,0.2281,0.1842,-0.7124,1.1273,1.161,0.0029,1.9884,1.0,0.0,2,svc,1.0,1.0,0.0060067176818847,1.0,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",iris_binary_class_dataset,svc_nmf_iris_binary_class_dataset
49,iris_binary_class_dataset.csv,nmf,3,70,0.0429,2,11.4983,11.95,3.2208,0.4852,202,1,0.03,0.0346,65.0026,23.1816,0.2281,0.1842,-0.7124,1.1273,1.161,0.0029,1.9884,1.0,0.0,2,vqc,0.9,0.898989898989899,37.677902936935425,0.9,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}",iris_binary_class_dataset,vqc_nmf_iris_binary_class_dataset
50,iris_binary_class_dataset.csv,none,4,70,0.0571,2,21.473,8.4953,7.6506,0.517,273,1,0.0875,0.0457,66.2388,20.0118,0.1944,0.138,-0.95,1.0758,1.0765,0.0144,1.9912,1.0,0.0,2,dt,1.0,1.0,0.0033941268920898,1.0,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",iris_binary_class_dataset,dt_none_iris_binary_class_dataset
51,iris_binary_class_dataset.csv,none,4,70,0.0571,2,21.473,8.4953,7.6506,0.517,273,1,0.0875,0.0457,66.2388,20.0118,0.1944,0.138,-0.95,1.0758,1.0765,0.0144,1.9912,1.0,0.0,2,lr,1.0,1.0,0.0031118392944335,1.0,"{'estimator__C': 1.0, 'estimator__class_weight': None, 'estimator__dual': False, 'estimator__fit_intercept': True, 'estimator__intercept_scaling': 1, 'estimator__l1_ratio': None, 'estimator__max_iter': 10000, 'estimator__multi_class': 'deprecated', 'estimator__n_jobs': None, 'estimator__penalty': 'l2', 'estimator__random_state': None, 'estimator__solver': 'saga', 'estimator__tol': 0.0001, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': LogisticRegression(max_iter=10000, solver='saga'), 'n_jobs': None}",iris_binary_class_dataset,lr_none_iris_binary_class_dataset
52,iris_binary_class_dataset.csv,none,4,70,0.0571,2,21.473,8.4953,7.6506,0.517,273,1,0.0875,0.0457,66.2388,20.0118,0.1944,0.138,-0.95,1.0758,1.0765,0.0144,1.9912,1.0,0.0,2,mlp,1.0,1.0,0.1010560989379882,1.0,"{'estimator__activation': 'relu', 'estimator__alpha': 0.0001, 'estimator__batch_size': 'auto', 'estimator__beta_1': 0.9, 'estimator__beta_2': 0.999, 'estimator__early_stopping': False, 'estimator__epsilon': 1e-08, 'estimator__hidden_layer_sizes': 100, 'estimator__learning_rate': 'constant', 'estimator__learning_rate_init': 0.001, 'estimator__max_fun': 15000, 'estimator__max_iter': 10000, 'estimator__momentum': 0.9, 'estimator__n_iter_no_change': 10, 'estimator__nesterovs_momentum': True, 'estimator__power_t': 0.5, 'estimator__random_state': None, 'estimator__shuffle': True, 'estimator__solver': 'adam', 'estimator__tol': 0.0001, 'estimator__validation_fraction': 0.1, 'estimator__verbose': False, 'estimator__warm_start': False, 'estimator': MLPClassifier(hidden_layer_sizes=100, max_iter=10000), 'n_jobs': None}",iris_binary_class_dataset,mlp_none_iris_binary_class_dataset
53,iris_binary_class_dataset.csv,none,4,70,0.0571,2,21.473,8.4953,7.6506,0.517,273,1,0.0875,0.0457,66.2388,20.0118,0.1944,0.138,-0.95,1.0758,1.0765,0.0144,1.9912,1.0,0.0,2,nb,1.0,1.0,0.0035710334777832,1.0,"{'estimator__priors': None, 'estimator__var_smoothing': 1e-09, 'estimator': GaussianNB(), 'n_jobs': None}",iris_binary_class_dataset,nb_none_iris_binary_class_dataset
54,iris_binary_class_dataset.csv,none,4,70,0.0571,2,21.473,8.4953,7.6506,0.517,273,1,0.0875,0.0457,66.2388,20.0118,0.1944,0.138,-0.95,1.0758,1.0765,0.0144,1.9912,1.0,0.0,2,pqk,1.0,1.0,3.0609006881713867,1.0,"{'feature_map': 'ZZFeatureMap', 'feature_map_reps': 4, 'entanglement': 'pairwise', 'svc_best_params': {'C': 0.1, 'gamma': 0.001, 'kernel': 'linear'}}",iris_binary_class_dataset,pqk_none_iris_binary_class_dataset
55,iris_binary_class_dataset.csv,none,4,70,0.0571,2,21.473,8.4953,7.6506,0.517,273,1,0.0875,0.0457,66.2388,20.0118,0.1944,0.138,-0.95,1.0758,1.0765,0.0144,1.9912,1.0,0.0,2,qnn,0.4666666666666667,0.3333333333333333,14.884433031082152,0.5333333333333333,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}",iris_binary_class_dataset,qnn_none_iris_binary_class_dataset
56,iris_binary_class_dataset.csv,none,4,70,0.0571,2,21.473,8.4953,7.6506,0.517,273,1,0.0875,0.0457,66.2388,20.0118,0.1944,0.138,-0.95,1.0758,1.0765,0.0144,1.9912,1.0,0.0,2,qsvc,0.9666666666666668,0.9666295884315907,30.09977412223816,0.9666666666666668,"{'feature_map': 'ZZFeatureMap', 'quantum_kernel': 'FidelityQuantumKernel', 'C': 0.01, 'gamma': 'scale'}",iris_binary_class_dataset,qsvc_none_iris_binary_class_dataset
57,iris_binary_class_dataset.csv,none,4,70,0.0571,2,21.473,8.4953,7.6506,0.517,273,1,0.0875,0.0457,66.2388,20.0118,0.1944,0.138,-0.95,1.0758,1.0765,0.0144,1.9912,1.0,0.0,2,rf,1.0,1.0,0.0753331184387207,1.0,"{'estimator__bootstrap': True, 'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': 'sqrt', 'estimator__max_leaf_nodes': None, 'estimator__max_samples': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__n_estimators': 100, 'estimator__n_jobs': None, 'estimator__oob_score': False, 'estimator__random_state': None, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': RandomForestClassifier(), 'n_jobs': None}",iris_binary_class_dataset,rf_none_iris_binary_class_dataset
58,iris_binary_class_dataset.csv,none,4,70,0.0571,2,21.473,8.4953,7.6506,0.517,273,1,0.0875,0.0457,66.2388,20.0118,0.1944,0.138,-0.95,1.0758,1.0765,0.0144,1.9912,1.0,0.0,2,svc,1.0,1.0,0.0046567916870117,1.0,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",iris_binary_class_dataset,svc_none_iris_binary_class_dataset
59,iris_binary_class_dataset.csv,none,4,70,0.0571,2,21.473,8.4953,7.6506,0.517,273,1,0.0875,0.0457,66.2388,20.0118,0.1944,0.138,-0.95,1.0758,1.0765,0.0144,1.9912,1.0,0.0,2,vqc,0.8,0.7916666666666666,43.39167380332947,0.8,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}",iris_binary_class_dataset,vqc_none_iris_binary_class_dataset
60,ld_data-1.csv,pca,3,70,0.0429,3,1.8325,0.0734,0.0,0.0068,210,1,0.1067,0.0808,5.127624437357072e+18,9.428890528966949e+18,0.332,0.3672,0.224,0.4975,-0.5018,0.0705,1.9884,0.8813,0.0,1,dt,0.6,0.6,0.0028910636901855,0.5238095238095238,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",ld_data,dt_pca_ld_data
61,ld_data-1.csv,pca,3,70,0.0429,3,1.8325,0.0734,0.0,0.0068,210,1,0.1067,0.0808,5.127624437357072e+18,9.428890528966949e+18,0.332,0.3672,0.224,0.4975,-0.5018,0.0705,1.9884,0.8813,0.0,1,lr,0.7,0.5764705882352941,0.0029816627502441,0.5,"{'estimator__C': 1.0, 'estimator__class_weight': None, 'estimator__dual': False, 'estimator__fit_intercept': True, 'estimator__intercept_scaling': 1, 'estimator__l1_ratio': None, 'estimator__max_iter': 10000, 'estimator__multi_class': 'deprecated', 'estimator__n_jobs': None, 'estimator__penalty': 'l2', 'estimator__random_state': None, 'estimator__solver': 'saga', 'estimator__tol': 0.0001, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': LogisticRegression(max_iter=10000, solver='saga'), 'n_jobs': None}",ld_data,lr_pca_ld_data
62,ld_data-1.csv,pca,3,70,0.0429,3,1.8325,0.0734,0.0,0.0068,210,1,0.1067,0.0808,5.127624437357072e+18,9.428890528966949e+18,0.332,0.3672,0.224,0.4975,-0.5018,0.0705,1.9884,0.8813,0.0,1,mlp,0.5,0.4911080711354309,0.4123177528381347,0.3888888888888889,"{'estimator__activation': 'relu', 'estimator__alpha': 0.0001, 'estimator__batch_size': 'auto', 'estimator__beta_1': 0.9, 'estimator__beta_2': 0.999, 'estimator__early_stopping': False, 'estimator__epsilon': 1e-08, 'estimator__hidden_layer_sizes': 100, 'estimator__learning_rate': 'constant', 'estimator__learning_rate_init': 0.001, 'estimator__max_fun': 15000, 'estimator__max_iter': 10000, 'estimator__momentum': 0.9, 'estimator__n_iter_no_change': 10, 'estimator__nesterovs_momentum': True, 'estimator__power_t': 0.5, 'estimator__random_state': None, 'estimator__shuffle': True, 'estimator__solver': 'adam', 'estimator__tol': 0.0001, 'estimator__validation_fraction': 0.1, 'estimator__verbose': False, 'estimator__warm_start': False, 'estimator': MLPClassifier(hidden_layer_sizes=100, max_iter=10000), 'n_jobs': None}",ld_data,mlp_pca_ld_data
63,ld_data-1.csv,pca,3,70,0.0429,3,1.8325,0.0734,0.0,0.0068,210,1,0.1067,0.0808,5.127624437357072e+18,9.428890528966949e+18,0.332,0.3672,0.224,0.4975,-0.5018,0.0705,1.9884,0.8813,0.0,1,nb,0.7,0.658265139116203,0.0037722587585449,0.5634920634920635,"{'estimator__priors': None, 'estimator__var_smoothing': 1e-09, 'estimator': GaussianNB(), 'n_jobs': None}",ld_data,nb_pca_ld_data
64,ld_data-1.csv,pca,3,70,0.0429,3,1.8325,0.0734,0.0,0.0068,210,1,0.1067,0.0808,5.127624437357072e+18,9.428890528966949e+18,0.332,0.3672,0.224,0.4975,-0.5018,0.0705,1.9884,0.8813,0.0,1,pqk,0.7,0.625974025974026,2.110766887664795,0.5317460317460317,"{'feature_map': 'ZZFeatureMap', 'feature_map_reps': 4, 'entanglement': 'pairwise', 'svc_best_params': {'C': 10, 'gamma': 1, 'kernel': 'sigmoid'}}",ld_data,pqk_pca_ld_data
65,ld_data-1.csv,pca,3,70,0.0429,3,1.8325,0.0734,0.0,0.0068,210,1,0.1067,0.0808,5.127624437357072e+18,9.428890528966949e+18,0.332,0.3672,0.224,0.4975,-0.5018,0.0705,1.9884,0.8813,0.0,1,qnn,0.6333333333333333,0.5541666666666667,11.780195951461792,0.5079365079365079,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}",ld_data,qnn_pca_ld_data
66,ld_data-1.csv,pca,3,70,0.0429,3,1.8325,0.0734,0.0,0.0068,210,1,0.1067,0.0808,5.127624437357072e+18,9.428890528966949e+18,0.332,0.3672,0.224,0.4975,-0.5018,0.0705,1.9884,0.8813,0.0,1,qsvc,0.7,0.5764705882352941,26.187605142593384,0.5,"{'feature_map': 'ZZFeatureMap', 'quantum_kernel': 'FidelityQuantumKernel', 'C': 0.01, 'gamma': 'scale'}",ld_data,qsvc_pca_ld_data
67,ld_data-1.csv,pca,3,70,0.0429,3,1.8325,0.0734,0.0,0.0068,210,1,0.1067,0.0808,5.127624437357072e+18,9.428890528966949e+18,0.332,0.3672,0.224,0.4975,-0.5018,0.0705,1.9884,0.8813,0.0,1,rf,0.6333333333333333,0.6088888888888888,0.0976908206939697,0.5158730158730158,"{'estimator__bootstrap': True, 'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': 'sqrt', 'estimator__max_leaf_nodes': None, 'estimator__max_samples': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__n_estimators': 100, 'estimator__n_jobs': None, 'estimator__oob_score': False, 'estimator__random_state': None, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': RandomForestClassifier(), 'n_jobs': None}",ld_data,rf_pca_ld_data
68,ld_data-1.csv,pca,3,70,0.0429,3,1.8325,0.0734,0.0,0.0068,210,1,0.1067,0.0808,5.127624437357072e+18,9.428890528966949e+18,0.332,0.3672,0.224,0.4975,-0.5018,0.0705,1.9884,0.8813,0.0,1,svc,0.7,0.5764705882352941,0.0035431385040283,0.5,"{'estimator__C': 0.01, 'estimator__break_ties': False, 'estimator__cache_size': 200, 'estimator__class_weight': None, 'estimator__coef0': 0.0, 'estimator__decision_function_shape': 'ovr', 'estimator__degree': 3, 'estimator__gamma': 0.1, 'estimator__kernel': 'linear', 'estimator__max_iter': -1, 'estimator__probability': False, 'estimator__random_state': None, 'estimator__shrinking': True, 'estimator__tol': 0.001, 'estimator__verbose': False, 'estimator': SVC(C=0.01, gamma=0.1, kernel='linear'), 'n_jobs': None}",ld_data,svc_pca_ld_data
69,ld_data-1.csv,pca,3,70,0.0429,3,1.8325,0.0734,0.0,0.0068,210,1,0.1067,0.0808,5.127624437357072e+18,9.428890528966949e+18,0.332,0.3672,0.224,0.4975,-0.5018,0.0705,1.9884,0.8813,0.0,1,vqc,0.5666666666666667,0.5589603283173735,37.70502996444702,0.4682539682539682,"{'feature_map': 'ZZFeatureMap', 'ansatz': 'RealAmplitudes', 'optimizer': 'COBYLA', 'optimizer_params': {'maxiter': 100, 'disp': False, 'rhobeg': 1.0, 'max_evals_grouped': 1, 'options': {}, 'tol': None}}",ld_data,vqc_pca_ld_data
70,ld_data-1.csv,nmf,3,70,0.0429,3,3.7322,0.0759,2.3782,0.0327,208,1,0.02,0.01,50.343,11.0979,0.2788,0.4597,-0.1095,0.2982,1.2286,0.0048,1.9886,0.8813,0.0,1,dt,0.6,0.6,0.0032129287719726,0.5238095238095238,"{'estimator__ccp_alpha': 0.0, 'estimator__class_weight': None, 'estimator__criterion': 'gini', 'estimator__max_depth': None, 'estimator__max_features': None, 'estimator__max_leaf_nodes': None, 'estimator__min_impurity_decrease': 0.0, 'estimator__min_samples_leaf': 1, 'estimator__min_samples_split': 2, 'estimator__min_weight_fraction_leaf': 0.0, 'estimator__monotonic_cst': None, 'estimator__random_state': None, 'estimator__splitter': 'best', 'estimator': DecisionTreeClassifier(), 'n_jobs': None}",ld_data,dt_nmf_ld_data
71,ld_data-1.csv,nmf,3,70,0.0429,3,3.7322,0.0759,2.3782,0.0327,208,1,0.02,0.01,50.343,11.0979,0.2788,0.4597,-0.1095,0.2982,1.2286,0.0048,1.9886,0.8813,0.0,1,lr,0.7,0.5764705882352941,0.00337815284729,0.5,"{'estimator__C': 1.0, 'estimator__class_weight': None, 'estimator__dual': False, 'estimator__fit_intercept': True, 'estimator__intercept_scaling': 1, 'estimator__l1_ratio': None, 'estimator__max_iter': 10000, 'estimator__multi_class': 'deprecated', 'estimator__n_jobs': None, 'estimator__penalty': 'l2', 'estimator__random_state': None, 'estimator__solver': 'saga', 'estimator__tol': 0.0001, 'estimator__verbose': 0, 'estimator__warm_start': False, 'estimator': LogisticRegression(max_iter=10000, solver='saga'), 'n_jobs': None}",ld_data,lr_nmf_ld_data
